video_path,video_name,cross_efficient_vit_prob,ground_truth
dummy_vid_64.mp4,dummy_vid_64,0.06777796044335685,0
dummy_vid_65.mp4,dummy_vid_65,0.9807142754282427,1
dummy_vid_66.mp4,dummy_vid_66,0.6892516765438772,1
dummy_vid_67.mp4,dummy_vid_67,0.09930568246288701,0
dummy_vid_68.mp4,dummy_vid_68,0.8759882794248424,1
dummy_vid_69.mp4,dummy_vid_69,0.928182287177731,1
dummy_vid_70.mp4,dummy_vid_70,0.7263049289121918,1
dummy_vid_71.mp4,dummy_vid_71,0.7179543386915723,1
dummy_vid_72.mp4,dummy_vid_72,0.0781555778747564,0
dummy_vid_73.mp4,dummy_vid_73,0.8796984673233186,1
dummy_vid_74.mp4,dummy_vid_74,0.18109075655980045,0
dummy_vid_75.mp4,dummy_vid_75,0.8846448209496975,1
dummy_vid_76.mp4,dummy_vid_76,0.7819975278421509,1
dummy_vid_77.mp4,dummy_vid_77,0.8732253697161003,1
dummy_vid_78.mp4,dummy_vid_78,0.14809837920973112,0
dummy_vid_79.mp4,dummy_vid_79,0.7785648581973632,1
dummy_vid_80.mp4,dummy_vid_80,0.148148686400761,0
dummy_vid_81.mp4,dummy_vid_81,0.8973832920911787,1
dummy_vid_82.mp4,dummy_vid_82,0.18227185603380894,0
dummy_vid_83.mp4,dummy_vid_83,0.915655360863383,1
dummy_vid_84.mp4,dummy_vid_84,0.20193465142411723,0
dummy_vid_85.mp4,dummy_vid_85,0.3032738913002578,0
dummy_vid_86.mp4,dummy_vid_86,0.9658595579007404,1
dummy_vid_87.mp4,dummy_vid_87,0.19017117220989416,0
dummy_vid_88.mp4,dummy_vid_88,0.9463376129244322,1
dummy_vid_89.mp4,dummy_vid_89,0.8912780926936498,1
dummy_vid_90.mp4,dummy_vid_90,0.932206015999449,1
dummy_vid_91.mp4,dummy_vid_91,1.0,1
dummy_vid_92.mp4,dummy_vid_92,0.8254611883997129,1
dummy_vid_93.mp4,dummy_vid_93,0.7746263835642511,1
dummy_vid_94.mp4,dummy_vid_94,0.7610485570374477,1
dummy_vid_95.mp4,dummy_vid_95,0.7684189715034562,1
dummy_vid_96.mp4,dummy_vid_96,0.8422898290585895,1
dummy_vid_97.mp4,dummy_vid_97,0.8841151974816643,1
dummy_vid_98.mp4,dummy_vid_98,0.8776690799330019,1
dummy_vid_99.mp4,dummy_vid_99,0.07326524371119504,0
dummy_vid_100.mp4,dummy_vid_100,0.2372320636720678,0
dummy_vid_101.mp4,dummy_vid_101,0.9953534077157317,1
dummy_vid_102.mp4,dummy_vid_102,0.8235343166762044,1
dummy_vid_103.mp4,dummy_vid_103,1.0,1
dummy_vid_104.mp4,dummy_vid_104,0.9125667347765006,1
dummy_vid_105.mp4,dummy_vid_105,0.7642842443583717,1
dummy_vid_106.mp4,dummy_vid_106,0.7429107501938887,1
dummy_vid_107.mp4,dummy_vid_107,0.8982472415243186,1
dummy_vid_108.mp4,dummy_vid_108,0.8276537214674149,1
dummy_vid_109.mp4,dummy_vid_109,0.16503937864762075,0
dummy_vid_110.mp4,dummy_vid_110,0.8973237624573545,1
dummy_vid_111.mp4,dummy_vid_111,0.3376170839215886,0
dummy_vid_112.mp4,dummy_vid_112,0.7653206281931595,1
dummy_vid_113.mp4,dummy_vid_113,0.6985152775314135,1
dummy_vid_114.mp4,dummy_vid_114,0.06015853286516419,0
dummy_vid_115.mp4,dummy_vid_115,0.9356398794323473,1
dummy_vid_116.mp4,dummy_vid_116,0.017976679297935783,0
dummy_vid_117.mp4,dummy_vid_117,0.7254261221288012,1
dummy_vid_118.mp4,dummy_vid_118,0.8673180925851182,1
dummy_vid_119.mp4,dummy_vid_119,0.10308243478952951,0
dummy_vid_120.mp4,dummy_vid_120,0.7616142563798867,1
dummy_vid_121.mp4,dummy_vid_121,0.28538723741654126,0
dummy_vid_122.mp4,dummy_vid_122,0.8558208718446,1
dummy_vid_123.mp4,dummy_vid_123,0.27378163119734616,0
dummy_vid_124.mp4,dummy_vid_124,0.0,0
dummy_vid_125.mp4,dummy_vid_125,0.9060784526368234,1
dummy_vid_126.mp4,dummy_vid_126,0.9583051243175277,1
dummy_vid_127.mp4,dummy_vid_127,0.1546980593764742,0
dummy_vid_128.mp4,dummy_vid_128,0.7122330632042908,1
dummy_vid_129.mp4,dummy_vid_129,0.7562174960084878,1
dummy_vid_130.mp4,dummy_vid_130,0.901503526720866,1
dummy_vid_131.mp4,dummy_vid_131,0.13576205149787066,0
dummy_vid_132.mp4,dummy_vid_132,0.16202956317118988,0
dummy_vid_133.mp4,dummy_vid_133,0.2014438834058749,0
dummy_vid_134.mp4,dummy_vid_134,0.22116148780888897,0
dummy_vid_135.mp4,dummy_vid_135,0.03753579081621307,0
dummy_vid_136.mp4,dummy_vid_136,0.0,0
dummy_vid_137.mp4,dummy_vid_137,0.27776768218985093,0
dummy_vid_138.mp4,dummy_vid_138,0.18323140119795917,0
dummy_vid_139.mp4,dummy_vid_139,0.07515134634434463,0
dummy_vid_140.mp4,dummy_vid_140,0.7727174785462427,1
dummy_vid_141.mp4,dummy_vid_141,0.16156746342928585,0
dummy_vid_142.mp4,dummy_vid_142,0.8014636452170896,1
dummy_vid_143.mp4,dummy_vid_143,0.8581874139386322,1
dummy_vid_144.mp4,dummy_vid_144,1.0,1
dummy_vid_145.mp4,dummy_vid_145,0.32553408424432045,0
dummy_vid_146.mp4,dummy_vid_146,0.12510358515209263,0
dummy_vid_147.mp4,dummy_vid_147,0.24715709509543554,0
dummy_vid_148.mp4,dummy_vid_148,0.21453759495851477,0
dummy_vid_149.mp4,dummy_vid_149,0.9588950596967366,1
dummy_vid_150.mp4,dummy_vid_150,0.053507653941989544,0
dummy_vid_151.mp4,dummy_vid_151,0.21860514599984393,0
dummy_vid_152.mp4,dummy_vid_152,0.25584244868495876,0
dummy_vid_153.mp4,dummy_vid_153,0.0,0
dummy_vid_154.mp4,dummy_vid_154,0.031674148733422475,0
dummy_vid_155.mp4,dummy_vid_155,0.8716458589581975,1
dummy_vid_156.mp4,dummy_vid_156,0.12305931655554422,0
dummy_vid_157.mp4,dummy_vid_157,0.7848399652394182,1
dummy_vid_158.mp4,dummy_vid_158,0.30023570520960285,0
dummy_vid_159.mp4,dummy_vid_159,0.9133919022318011,1
dummy_vid_160.mp4,dummy_vid_160,0.31286155455712916,0
dummy_vid_161.mp4,dummy_vid_161,0.01198985417851084,0
dummy_vid_162.mp4,dummy_vid_162,0.7838213535231612,1
dummy_vid_163.mp4,dummy_vid_163,0.9352433334796224,1
dummy_vid_164.mp4,dummy_vid_164,0.7707479261567299,1
dummy_vid_165.mp4,dummy_vid_165,0.14673052519059068,0
dummy_vid_166.mp4,dummy_vid_166,0.9004987278980456,1
dummy_vid_167.mp4,dummy_vid_167,0.14108799604872116,0
dummy_vid_168.mp4,dummy_vid_168,0.019553049949514678,0
dummy_vid_169.mp4,dummy_vid_169,0.8165498764159052,1
dummy_vid_170.mp4,dummy_vid_170,0.8025054688839044,1
dummy_vid_171.mp4,dummy_vid_171,0.056012021367264464,0
dummy_vid_172.mp4,dummy_vid_172,0.09861330826633063,0
dummy_vid_173.mp4,dummy_vid_173,0.8904981710960955,1
dummy_vid_174.mp4,dummy_vid_174,0.7239116045664955,1
dummy_vid_175.mp4,dummy_vid_175,0.9417861947054775,1
dummy_vid_176.mp4,dummy_vid_176,0.05142739536644561,0
dummy_vid_177.mp4,dummy_vid_177,0.20040465155178444,0
dummy_vid_178.mp4,dummy_vid_178,0.09697423816275591,0
dummy_vid_179.mp4,dummy_vid_179,0.07071271677376557,0
dummy_vid_180.mp4,dummy_vid_180,0.13929696400454422,0
dummy_vid_181.mp4,dummy_vid_181,0.046475767758062586,0
dummy_vid_182.mp4,dummy_vid_182,0.8943819428146228,1
dummy_vid_183.mp4,dummy_vid_183,0.030212210741115145,0
dummy_vid_184.mp4,dummy_vid_184,0.346472513291639,0
dummy_vid_185.mp4,dummy_vid_185,0.15352635519717286,0
dummy_vid_186.mp4,dummy_vid_186,0.5258732659930927,1
dummy_vid_187.mp4,dummy_vid_187,0.17139799107342218,0
dummy_vid_188.mp4,dummy_vid_188,0.138767195030917,0
dummy_vid_189.mp4,dummy_vid_189,0.725221681803515,1
dummy_vid_190.mp4,dummy_vid_190,0.21141667000434253,0
dummy_vid_191.mp4,dummy_vid_191,0.2257507710047305,0
dummy_vid_192.mp4,dummy_vid_192,0.09694988523894724,0
dummy_vid_193.mp4,dummy_vid_193,0.09241817593553199,0
dummy_vid_194.mp4,dummy_vid_194,0.1224948302848356,0
dummy_vid_195.mp4,dummy_vid_195,0.706413784882056,1
dummy_vid_196.mp4,dummy_vid_196,0.966316375215496,1
dummy_vid_197.mp4,dummy_vid_197,0.8510233061019586,1
dummy_vid_198.mp4,dummy_vid_198,0.3144967713501284,0
dummy_vid_199.mp4,dummy_vid_199,0.12509639604436215,0
